"Pathway ID";"m";"stat";"p"
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-193692"";""R-HSA-193692"")";1489;86,1547786718345;0,3559
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-205043"";""R-HSA-205043"")";1981;205,398183949335;0,1962
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9017802"";""R-HSA-9017802"")";1004;48,5431077685311;0,3786
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9708296"";""R-HSA-9708296"")";698;28,9534921028597;0,4124
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619083"";""R-HSA-5619083"")";194;47,2914499229586;0,0773
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1912399"";""R-HSA-1912399"")";1355;285,124051174911;0,071
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-442380"";""R-HSA-442380"")";912;112,562551810723;0,1495
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2559584"";""R-HSA-2559584"")";2764;124,228629037081;0,487
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-162710"";""R-HSA-162710"")";2088;186,831125663513;0,239
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-444473"";""R-HSA-444473"")";1454;149,670972341463;0,1889
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-110357"";""R-HSA-110357"")";630;37,468885254433;0,3068
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-113507"";""R-HSA-113507"")";923;34,292412630502;0,4538
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68616"";""R-HSA-68616"")";738;34,292412630502;0,3643
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-373753"";""R-HSA-373753"")";10034;839,469617046425;0,297
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68952"";""R-HSA-68952"")";630;135,75095300285;0,0707
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-420597"";""R-HSA-420597"")";1680;150,811930369387;0,2283
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1483196"";""R-HSA-1483196"")";370;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9700649"";""R-HSA-9700649"")";167;16,4900173611111;0,1824
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717264"";""R-HSA-9717264"")";167;16,4900173611111;0,1916
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717301"";""R-HSA-9717301"")";167;16,4900173611111;0,1846
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717316"";""R-HSA-9717316"")";167;16,4900173611111;0,1939
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717319"";""R-HSA-9717319"")";167;16,4900173611111;0,1941
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717323"";""R-HSA-9717323"")";167;16,4900173611111;0,1861
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717326"";""R-HSA-9717326"")";167;16,4900173611111;0,1874
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9717329"";""R-HSA-9717329"")";167;16,4900173611111;0,182
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142696"";""R-HSA-2142696"")";134;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142712"";""R-HSA-2142712"")";510;49,3466821265316;0,1977
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9018683"";""R-HSA-9018683"")";521;66,5794815010412;0,1449
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9025094"";""R-HSA-9025094"")";521;66,5794815010412;0,1482
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9025106"";""R-HSA-9025106"")";233;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026290"";""R-HSA-9026290"")";367;66,5794815010412;0,1013
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142688"";""R-HSA-2142688"")";904;95,7308499618597;0,1836
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9018676"";""R-HSA-9018676"")";595;66,5794815010412;0,1739
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9018679"";""R-HSA-9018679"")";749;66,5794815010412;0,2182
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9018896"";""R-HSA-9018896"")";694;66,5794815010412;0,1997
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9020265"";""R-HSA-9020265"")";489;66,5794815010412;0,1394
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9023661"";""R-HSA-9023661"")";588;66,5794815010412;0,1723
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026286"";""R-HSA-9026286"")";332;66,5794815010412;0,0913
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026403"";""R-HSA-9026403"")";233;66,5794815010412;0,0596
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9027604"";""R-HSA-9027604"")";288;66,5794815010412;0,0753
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5250982"";""R-HSA-5250982"")";59;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2142770"";""R-HSA-2142770"")";380;16,116401384083;0,3679
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619076"";""R-HSA-5619076"")";187;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9033807"";""R-HSA-9033807"")";368;36,3703735735846;0,1895
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-202433"";""R-HSA-202433"")";5535;955,7519712908;0,0848
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-210990"";""R-HSA-210990"")";2833;160,86679140102;0,3945
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-389359"";""R-HSA-389359"")";2389;192,94277167192;0,2675
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9669938"";""R-HSA-9669938"")";4034;301,60111019079;0,3122
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9670439"";""R-HSA-9670439"")";4034;301,60111019079;0,3105
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1855191"";""R-HSA-1855191"")";307;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1482798"";""R-HSA-1482798"")";1568;95,1508988231836;0,3424
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3229121"";""R-HSA-3229121"")";1786;161,529124686095;0,227
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3274531"";""R-HSA-3274531"")";54;11,1111111111111;0,1021
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3229133"";""R-HSA-3229133"")";46;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5357609"";""R-HSA-5357609"")";237;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8851907"";""R-HSA-8851907"")";1146;68,145899730863;0,3403
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8865999"";""R-HSA-8865999"")";973;61,1305600668747;0,316
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9028335"";""R-HSA-9028335"")";1496;173,335908720096;0,1705
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-480985"";""R-HSA-480985"")";243;64,4553432151938;0,0642
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-888568"";""R-HSA-888568"")";456;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9022927"";""R-HSA-9022927"")";456;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5609977"";""R-HSA-5609977"")";37;7,00692041522491;0,1507
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-70370"";""R-HSA-70370"")";586;7,00692041522491;0,7002
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6787450"";""R-HSA-6787450"")";1329;168,933417709953;0,1495
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5609976"";""R-HSA-5609976"")";66;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206290"";""R-HSA-2206290"")";232;164,545439424355;0,0137
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-110320"";""R-HSA-110320"")";1795;118,595781237657;0,3207
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5609978"";""R-HSA-5609978"")";39;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9034015"";""R-HSA-9034015"")";3682;291,318354884286;0,2806
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9603505"";""R-HSA-9603505"")";1189;23,3474608687049;0,6599
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964208"";""R-HSA-8964208"")";990;35,6012616672872;0,4676
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9005891"";""R-HSA-9005891"")";2734;267,7187674129;0,2028
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9005895"";""R-HSA-9005895"")";2734;267,7187674129;0,2093
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9022538"";""R-HSA-9022538"")";358;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9675151"";""R-HSA-9675151"")";2734;267,7187674129;0,211
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9697154"";""R-HSA-9697154"")";2734;267,7187674129;0,2129
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2586552"";""R-HSA-2586552"")";1541;150,936702430873;0,2138
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359473"";""R-HSA-3359473"")";147;14,3092074823187;0,1944
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359474"";""R-HSA-3359474"")";52;7,19809637120761;0,1755
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75896"";""R-HSA-75896"")";744;147,327579296597;0,0815
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-162658"";""R-HSA-162658"")";1484;81,7408730821533;0,3632
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964026"";""R-HSA-8964026"")";794;31,0123261857911;0,4336
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5682294"";""R-HSA-5682294"")";323;7,27364554637282;0,5148
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5632681"";""R-HSA-5632681"")";1605;35,0731833095328;0,6747
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-202430"";""R-HSA-202430"")";1955;690,814194073287;0,0312
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-433137"";""R-HSA-433137"")";928;13,8526635054893;0,7255
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-176417"";""R-HSA-176417"")";326;8,02777777777778;0,4743
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-68881"";""R-HSA-68881"")";167;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3322077"";""R-HSA-3322077"")";2274;142,762649185474;0,3515
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3878781"";""R-HSA-3878781"")";753;36,6626461573671;0,3618
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619073"";""R-HSA-5619073"")";145;166,959848769538;0,0063
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619035"";""R-HSA-5619035"")";129;10,731272294887;0,2144
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9014826"";""R-HSA-9014826"")";962;81,2246922194789;0,2253
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4085023"";""R-HSA-4085023"")";249;14,44;0,3025
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446210"";""R-HSA-446210"")";1017;65,7291339744392;0,3006
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579022"";""R-HSA-5579022"")";175;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9035968"";""R-HSA-9035968"")";175;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4793953"";""R-HSA-4793953"")";234;16,3564453125;0,2536
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5653890"";""R-HSA-5653890"")";409;16,3564453125;0,389
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5578998"";""R-HSA-5578998"")";109;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359457"";""R-HSA-3359457"")";92;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359462"";""R-HSA-3359462"")";1300;14,2892957767475;0,8099
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359463"";""R-HSA-3359463"")";1300;14,2892957767475;0,8128
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-190704"";""R-HSA-190704"")";126;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-190827"";""R-HSA-190827"")";126;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-191650"";""R-HSA-191650"")";384;7,11111111111111;0,583
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-205025"";""R-HSA-205025"")";639;70,4154711897563;0,1705
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-71737"";""R-HSA-71737"")";363;97,8192980758264;0,0554
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1855183"";""R-HSA-1855183"")";5393;525,400427406759;0,2157
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964539"";""R-HSA-8964539"")";1678;102,598997145715;0,339
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3296197"";""R-HSA-3296197"")";71;7,36734693877551;0,2084
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206308"";""R-HSA-2206308"")";396;8,60444444444444;0,4916
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4341670"";""R-HSA-4341670"")";503;8,60444444444444;0,5681
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5578999"";""R-HSA-5578999"")";320;7,45710059171598;0,5124
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-444257"";""R-HSA-444257"")";725;49,8829952853156;0,2799
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5635851"";""R-HSA-5635851"")";1114;32,772124590577;0,5378
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8941284"";""R-HSA-8941284"")";2053;46,8687937215074;0,696
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112313"";""R-HSA-112313"")";897;30,6661329104866;0,4817
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-210455"";""R-HSA-210455"")";897;30,6661329104866;0,47
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206305"";""R-HSA-2206305"")";153;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1237112"";""R-HSA-1237112"")";789;76,0002872816916;0,1988
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619058"";""R-HSA-5619058"")";326;6,76;0,57
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-432047"";""R-HSA-432047"")";911;15,8793146888385;0,6549
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619036"";""R-HSA-5619036"")";127;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-210993"";""R-HSA-210993"")";3726;96,7691933798097;0,7373
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8866904"";""R-HSA-8866904"")";6595;179,608963653901;0,803
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3000471"";""R-HSA-3000471"")";990;9;0,7668
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4641263"";""R-HSA-4641263"")";4253;1027,17892924438;0,0498
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619052"";""R-HSA-5619052"")";1389;32,9663650806167;0,6303
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-444209"";""R-HSA-444209"")";298;39,558541858927;0,1402
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9022537"";""R-HSA-9022537"")";1229;259,7464490738;0,0697
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964540"";""R-HSA-8964540"")";146;54,7550971755517;0,0458
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112412"";""R-HSA-112412"")";1185;128,185739454867;0,1776
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2428933"";""R-HSA-2428933"")";2427;178,280850797496;0,3091
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-74749"";""R-HSA-74749"")";2491;790,158792047773;0,0348
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8983432"";""R-HSA-8983432"")";2488;135,800757110343;0,4017
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026519"";""R-HSA-9026519"")";1474;157,834741748405;0,1822
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9034864"";""R-HSA-9034864"")";1953;69,438593627877;0,5432
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9673767"";""R-HSA-9673767"")";2031;117,997174628207;0,3722
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9673770"";""R-HSA-9673770"")";2031;117,997174628207;0,3634
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-74713"";""R-HSA-74713"")";1822;721,970167875014;0,0261
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-399710"";""R-HSA-399710"")";1882;272,166691274784;0,1217
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-451307"";""R-HSA-451307"")";2908;90,442305350193;0,6451
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-180897"";""R-HSA-180897"")";59;6,4072265625;0,2432
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-844615"";""R-HSA-844615"")";163;6,65096952908587;0,4142
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3249367"";""R-HSA-3249367"")";178;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-168277"";""R-HSA-168277"")";119;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2408550"";""R-HSA-2408550"")";1360;21,1092140062327;0,7509
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579006"";""R-HSA-5579006"")";21;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026395"";""R-HSA-9026395"")";146;29,1513684608185;0,0964
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9026762"";""R-HSA-9026762"")";146;29,1513684608185;0,0955
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5423599"";""R-HSA-5423599"")";1032;38,4006994459834;0,4721
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5632928"";""R-HSA-5632928"")";908;10,6481994459834;0,7326
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5632968"";""R-HSA-5632968"")";413;10,6481994459834;0,4821
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446388"";""R-HSA-446388"")";1912;271,268195355426;0,1246
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8942233"";""R-HSA-8942233"")";219;17,9488231426693;0,2166
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963676"";""R-HSA-8963676"")";604;38,6935660615331;0,29
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963678"";""R-HSA-8963678"")";47;18,6047675736961;0,0495
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206292"";""R-HSA-2206292"")";115;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3785653"";""R-HSA-3785653"")";769;75,3581788557754;0,2017
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3814836"";""R-HSA-3814836"")";253;6,5536;0,5153
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3828062"";""R-HSA-3828062"")";253;6,5536;0,5241
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446205"";""R-HSA-446205"")";456;23,3371241901564;0,3389
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-4724289"";""R-HSA-4724289"")";194;13,5652930056711;0,2621
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3858516"";""R-HSA-3858516"")";286;28,5620544413908;0,1891
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75108"";""R-HSA-75108"")";486;32,2234760338819;0,2784
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5655799"";""R-HSA-5655799"")";96;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75205"";""R-HSA-75205"")";1579;540,851303597399;0,0359
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6785470"";""R-HSA-6785470"")";849;59,7588154476086;0,2775
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-77285"";""R-HSA-77285"")";435;25,7034970851086;0,2971
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-77305"";""R-HSA-77305"")";295;25,7034970851086;0,2098
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1237044"";""R-HSA-1237044"")";1182;95,7723026622579;0,2528
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1247673"";""R-HSA-1247673"")";747;95,7723026622579;0,1534
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1480926"";""R-HSA-1480926"")";1182;95,7723026622579;0,2529
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964011"";""R-HSA-8964011"")";1884;38,5230839665797;0,7086
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656234"";""R-HSA-3656234"")";85;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3656248"";""R-HSA-3656248"")";145;98,2219966463697;0,0188
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5576894"";""R-HSA-5576894"")";3397;117,066706995455;0,6121
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8875513"";""R-HSA-8875513"")";1277;46,6517023164949;0,4896
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8875791"";""R-HSA-8875791"")";421;32,9359982513493;0,2375
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619056"";""R-HSA-5619056"")";346;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-196780"";""R-HSA-196780"")";4027;374,603191714509;0,2373
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3323169"";""R-HSA-3323169"")";3597;365,603191714509;0,2084
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3371599"";""R-HSA-3371599"")";3478;350,860271488388;0,1979
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-74182"";""R-HSA-74182"")";1649;53,5145421814058;0,5523
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-77111"";""R-HSA-77111"")";1528;37,6843853252749;0,6281
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-964975"";""R-HSA-964975"")";394;51,8321539280371;0,1427
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-111459"";""R-HSA-111459"")";751;39,1558816942415;0,3469
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-111463"";""R-HSA-111463"")";853;39,1558816942415;0,3872
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-111464"";""R-HSA-111464"")";853;39,1558816942415;0,3913
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-111469"";""R-HSA-111469"")";871;39,1558816942415;0,3952
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6803207"";""R-HSA-6803207"")";2194;92,1012297370193;0,4799
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5467333"";""R-HSA-5467333"")";414;7,94214876033058;0,5422
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9634635"";""R-HSA-9634635"")";635;35,5736200096309;0,3214
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9649913"";""R-HSA-9649913"")";295;7,1846104793283;0,506
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3359471"";""R-HSA-3359471"")";105;7,43801652892562;0,2586
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-110381"";""R-HSA-110381"")";489;26,3380348139818;0,3229
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-73930"";""R-HSA-73930"")";182;6,98469387755102;0,4034
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-168330"";""R-HSA-168330"")";109;74,4357545737616;0,0201
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8948747"";""R-HSA-8948747"")";1133;154,770134525536;0,1335
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-192905"";""R-HSA-192905"")";331;108,497103236596;0,0444
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8869496"";""R-HSA-8869496"")";411;18,5822222222222;0,362
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8963888"";""R-HSA-8963888"")";732;43,5043896778546;0,3123
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-390666"";""R-HSA-390666"")";2431;64,3619878874867;0,6695
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206280"";""R-HSA-2206280"")";37;14,7797501643655;0,057
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8866423"";""R-HSA-8866423"")";407;32,3932785667435;0,231
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8964046"";""R-HSA-8964046"")";484;37,1136806753564;0,2398
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-6799990"";""R-HSA-6799990"")";446;31,4628939028176;0,2622
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1299344"";""R-HSA-1299344"")";40;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619044"";""R-HSA-5619044"")";166;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5659735"";""R-HSA-5659735"")";166;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5579004"";""R-HSA-5579004"")";69;6,91495198902606;0,2292
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2978092"";""R-HSA-2978092"")";120;28,6110953769263;0,0821
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-389542"";""R-HSA-389542"")";120;28,6110953769263;0,0845
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-2206302"";""R-HSA-2206302"")";113;60,4621057960475;0,0284
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-877312"";""R-HSA-877312"")";2252;339,30936441973;0,1072
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5619079"";""R-HSA-5619079"")";144;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5659729"";""R-HSA-5659729"")";144;0;1
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-5658034"";""R-HSA-5658034"")";179;8,61706555671176;0,3029
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-3371378"";""R-HSA-3371378"")";1209;40,9735197172128;0,5073
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-69416"";""R-HSA-69416"")";1209;40,9735197172128;0,5047
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-75157"";""R-HSA-75157"")";319;38,4816622279241;0,1474
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-193639"";""R-HSA-193639"")";1719;181,47112157262;0,1864
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-209543"";""R-HSA-209543"")";1208;150,336631726216;0,1592
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-209560"";""R-HSA-209560"")";1305;162,781815395666;0,1532
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9014843"";""R-HSA-9014843"")";748;104,013010199227;0,1326
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-8985947"";""R-HSA-8985947"")";1033;82,1137324554846;0,2464
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-9020958"";""R-HSA-9020958"")";1662;125,321016793721;0,2894
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-1059683"";""R-HSA-1059683"")";1869;142,388785199837;0,2775
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-110056"";""R-HSA-110056"")";1650;94,8400572668844;0,3572
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-112411"";""R-HSA-112411"")";1356;73,568049684306;0,3625
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-446343"";""R-HSA-446343"")";880;6,5536;0,8523
"=Hyperlink(""https://reactome.org/content/detail/R-HSA-432030"";""R-HSA-432030"")";258;15,8793146888385;0,285
